Transaction_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Currency,Description,Channel,Branch_ID,Source_System,Fraud_Score
TXN-300219,ACCT-20262,CUST-10007,45760,POS Purchase,5316.07,USD,Utility payment,ATM,BR-003,T24_Core,
TXN-300220,ACCT-20259,CUST-10021,45924,Withdrawal,47759.19,USD,Direct deposit,Wire,BR-022,JackHenry_Legacy,
TXN-300221,ACCT-20152,CUST-10135,45451,Interest,26019.2,USD,Insurance premium,ACH,BR-050,T24_Core,
TXN-300222,ACCT-20042,CUST-10062,45917,Withdrawal,22253.15,USD,Customer refund,Wire,BR-052,T24_Core,
TXN-300223,ACCT-20066,CUST-10115,45495,POS Purchase,39316.28,USD,Gas station,POS,BR-023,T24_Core,
TXN-300224,ACCT-20255,CUST-10088,45366,Deposit,15695.65,USD,Restaurant,Online,BR-034,JackHenry_Legacy,0.421
TXN-300225,ACCT-20087,CUST-10121,45368,ACH Debit,37143.99,USD,Wire transfer - domestic,Online,BR-008,T24_Core,0.0341
TXN-300226,ACCT-20174,CUST-10103,45950,POS Purchase,34847.95,USD,Grocery purchase,Branch,BR-053,T24_Core,
TXN-300227,ACCT-20225,CUST-10091,45892,Transfer,47496.2,USD,Restaurant,Wire,BR-012,JackHenry_Legacy,
TXN-300228,ACCT-20234,CUST-10022,45823,Transfer,7617.06,USD,Direct deposit,Online,BR-045,T24_Core,0.593
TXN-300229,ACCT-20270,CUST-10060,45788,Wire,14870.94,USD,Vendor payment,ATM,BR-068,T24_Core,
TXN-300230,ACCT-20162,CUST-10054,45453,Transfer,21529.73,USD,Grocery purchase,Mobile,BR-050,JackHenry_Legacy,
TXN-300231,ACCT-20056,CUST-10058,45605,Transfer,44268.03,USD,Grocery purchase,POS,BR-050,JackHenry_Legacy,
TXN-300232,ACCT-20278,CUST-10044,45307,Deposit,1372.37,USD,Customer refund,Wire,BR-009,T24_Core,
TXN-300233,ACCT-20058,CUST-10114,45518,ACH Credit,26047.09,USD,Loan payment,ATM,BR-074,T24_Core,
TXN-300234,ACCT-20115,CUST-10030,45449,ACH Debit,48422.14,USD,Vendor payment,ACH,BR-083,JackHenry_Legacy,
TXN-300235,ACCT-20223,CUST-10019,45652,ACH Debit,35341.96,USD,Vendor payment,Wire,BR-021,T24_Core,
TXN-300236,ACCT-20114,CUST-10003,45428,Transfer,12299.46,USD,Check deposit,ACH,BR-042,JackHenry_Legacy,
TXN-300237,ACCT-20266,CUST-10073,45305,Withdrawal,6593.94,USD,Check deposit,ATM,BR-075,T24_Core,
TXN-300238,ACCT-20122,CUST-10010,45886,ATM Withdrawal,20910.88,USD,Restaurant,POS,BR-008,T24_Core,
TXN-300239,ACCT-20184,CUST-10075,45781,Payment,33400.45,USD,Grocery purchase,POS,BR-039,T24_Core,
TXN-300240,ACCT-20061,CUST-10108,45515,ATM Withdrawal,48468.26,USD,Grocery purchase,Mobile,BR-084,T24_Core,
TXN-300241,ACCT-20122,CUST-10124,45421,ACH Debit,42006.84,USD,Online shopping,POS,BR-044,T24_Core,
TXN-300242,ACCT-20212,CUST-10016,45883,Wire,28115.05,USD,Loan payment,Online,BR-043,JackHenry_Legacy,
TXN-300243,ACCT-20211,CUST-10057,45571,ACH Debit,16995.38,USD,Online shopping,Branch,BR-021,JackHenry_Legacy,
TXN-300244,ACCT-20012,CUST-10085,45713,Mobile Deposit,6465.12,USD,Vendor payment,POS,BR-007,JackHenry_Legacy,
TXN-300245,ACCT-20103,CUST-10017,45548,Mobile Deposit,32748.3,USD,Insurance premium,ATM,BR-060,T24_Core,
TXN-300246,ACCT-20008,CUST-10085,45316,ACH Debit,20672.7,USD,Grocery purchase,POS,BR-007,JackHenry_Legacy,
TXN-300247,ACCT-20128,CUST-10011,45436,Withdrawal,7851.49,USD,Wire transfer - domestic,ATM,BR-002,T24_Core,
TXN-300248,ACCT-20214,CUST-10022,45315,ACH Debit,3830.97,USD,Gas station,Wire,BR-045,T24_Core,
TXN-300249,ACCT-20219,CUST-10050,45421,ACH Credit,41574.43,USD,Online shopping,ACH,BR-010,JackHenry_Legacy,
TXN-300250,ACCT-20210,CUST-10121,45879,Mobile Deposit,18832.15,USD,Bill pay,Mobile,BR-008,T24_Core,
TXN-300251,ACCT-20057,CUST-10128,45766,Deposit,36379.23,USD,Wire transfer - domestic,Mobile,BR-012,T24_Core,
TXN-300252,ACCT-20044,CUST-10123,45541,Payment,28159.85,USD,Check deposit,Branch,BR-023,T24_Core,
TXN-300253,ACCT-20121,CUST-10104,45513,Wire,30826.34,USD,Investment transfer,POS,BR-070,T24_Core,
TXN-300254,ACCT-20004,CUST-10010,45998,ACH Debit,16075.54,USD,Check deposit,Online,BR-008,T24_Core,
TXN-300255,ACCT-20043,CUST-10083,45496,Withdrawal,23071.29,USD,Wire transfer - domestic,Branch,BR-060,T24_Core,
TXN-300256,ACCT-20060,CUST-10134,45489,Transfer,37408.7,USD,Direct deposit,ACH,BR-059,JackHenry_Legacy,
TXN-300257,ACCT-20152,CUST-10108,45911,POS Purchase,19973.29,USD,Customer refund,ATM,BR-084,T24_Core,
TXN-300258,ACCT-20192,CUST-10075,45884,Payment,26164.95,USD,Vendor payment,ACH,BR-039,T24_Core,
TXN-300259,ACCT-20093,CUST-10043,45507,Deposit,26221.3,USD,Investment transfer,ATM,BR-009,T24_Core,
TXN-300260,ACCT-20036,CUST-10138,45979,Payment,22932.39,USD,Customer refund,ATM,BR-022,T24_Core,0.625
TXN-300261,ACCT-20158,CUST-10073,45955,Wire,41038.62,USD,Loan payment,ACH,BR-075,T24_Core,
TXN-300262,ACCT-20054,CUST-10020,45554,ATM Withdrawal,29633.99,USD,Wire transfer - domestic,POS,BR-043,JackHenry_Legacy,0.2164
TXN-300263,ACCT-20244,CUST-10071,45352,Payment,48333.11,USD,Online shopping,POS,BR-006,JackHenry_Legacy,
TXN-300264,ACCT-20028,CUST-10038,45561,ACH Credit,7170.95,USD,International wire,Online,BR-082,T24_Core,
TXN-300265,ACCT-20199,CUST-10129,45818,ACH Debit,38001.57,USD,Vendor payment,Wire,BR-057,T24_Core,
TXN-300266,ACCT-20225,CUST-10043,45892,Fee,47274.77,USD,Grocery purchase,Mobile,BR-009,T24_Core,
TXN-300267,ACCT-20179,CUST-10046,45767,ACH Debit,1269.65,USD,Online shopping,ATM,BR-033,T24_Core,
TXN-300268,ACCT-20170,CUST-10051,45452,ACH Debit,22106.82,USD,Payroll deposit,Branch,BR-051,T24_Core,
TXN-300269,ACCT-20142,CUST-10123,45592,Deposit,19917.71,USD,Check deposit,ACH,BR-023,JackHenry_Legacy,
TXN-300270,ACCT-20281,CUST-10126,45303,Deposit,8692.68,USD,Gas station,ATM,BR-007,T24_Core,
TXN-300271,ACCT-20162,CUST-10022,45544,Payment,20981.53,USD,Payroll deposit,ACH,BR-045,T24_Core,
TXN-300272,ACCT-20266,CUST-10044,45609,Wire,45286.71,USD,Utility payment,POS,BR-009,JackHenry_Legacy,
TXN-300273,ACCT-20103,CUST-10038,45737,Mobile Deposit,36449.21,USD,Payroll deposit,Wire,BR-082,T24_Core,0.4434
TXN-300274,ACCT-20239,CUST-10031,45325,Transfer,17075.92,USD,Rent payment,Wire,BR-012,T24_Core,
TXN-300275,ACCT-20043,CUST-10044,45439,ATM Withdrawal,39437.89,USD,Online shopping,ACH,BR-009,T24_Core,
TXN-300276,ACCT-20073,CUST-10080,45846,Payment,2671.5,USD,Loan payment,ATM,BR-062,T24_Core,
TXN-300277,ACCT-20188,CUST-10067,45978,ACH Credit,34879.42,USD,Restaurant,,BR-039,JackHenry_Legacy,
TXN-300278,ACCT-20224,CUST-10099,45987,ATM Withdrawal,7789.43,USD,Investment transfer,ACH,BR-038,JackHenry_Legacy,
TXN-300279,ACCT-20109,CUST-10142,45762,Fee,41493.73,USD,Utility payment,Wire,BR-025,T24_Core,
TXN-300280,ACCT-20195,CUST-10122,45466,Withdrawal,6995.07,USD,Customer refund,Branch,BR-075,T24_Core,
TXN-300281,ACCT-20097,CUST-10108,45783,ACH Credit,23777.42,USD,Bill pay,Branch,BR-084,JackHenry_Legacy,
TXN-300282,ACCT-20244,CUST-10117,45436,Interest,29680.77,USD,Vendor payment,Mobile,BR-082,T24_Core,
TXN-300283,ACCT-20261,CUST-10011,45487,Fee,48538.43,USD,Wire transfer - domestic,ATM,BR-002,JackHenry_Legacy,
TXN-300284,ACCT-20270,CUST-10043,45590,Transfer,46118.07,USD,Gas station,POS,BR-009,T24_Core,
TXN-300285,ACCT-20236,CUST-10024,45731,Deposit,15467.13,USD,Gas station,ATM,BR-056,T24_Core,
TXN-300286,ACCT-20048,CUST-10079,45373,ACH Debit,4023.36,USD,Customer refund,,BR-050,T24_Core,
TXN-300287,ACCT-20110,CUST-10089,45974,ACH Credit,5000.17,USD,Insurance premium,Branch,BR-068,T24_Core,
TXN-300288,ACCT-20169,CUST-10033,45985,Wire,15921.24,USD,Wire transfer - domestic,Online,BR-040,JackHenry_Legacy,
TXN-300289,ACCT-20190,CUST-10007,45825,Deposit,11088.59,USD,Wire transfer - domestic,ACH,BR-003,T24_Core,
TXN-300290,ACCT-20198,CUST-10036,45478,Fee,24999.98,USD,Investment transfer,POS,BR-041,JackHenry_Legacy,0.3019
TXN-300291,ACCT-20205,CUST-10009,45530,Withdrawal,13054.67,USD,Customer refund,Branch,BR-062,T24_Core,
TXN-300292,ACCT-20007,CUST-10004,45983,Wire,8048.38,USD,International wire,Online,BR-029,T24_Core,0.507
TXN-300293,ACCT-20259,CUST-10067,45892,Interest,37104.54,USD,Bill pay,Branch,BR-039,T24_Core,0.8071
TXN-300294,ACCT-20078,CUST-10109,45466,POS Purchase,26587.92,USD,Loan payment,POS,BR-014,JackHenry_Legacy,
TXN-300295,ACCT-20237,CUST-10117,45677,ATM Withdrawal,21747.23,USD,Customer refund,Online,BR-082,T24_Core,
TXN-300296,ACCT-20010,CUST-10007,45818,ATM Withdrawal,27139.71,USD,Utility payment,Online,BR-003,T24_Core,
TXN-300297,ACCT-20050,CUST-10137,45631,ATM Withdrawal,36935.32,USD,Check deposit,Online,BR-008,T24_Core,
TXN-300298,ACCT-20270,CUST-10118,45660,Interest,34451.15,USD,Customer refund,,BR-016,JackHenry_Legacy,
TXN-300299,ACCT-20156,CUST-10026,45839,Transfer,19098.74,USD,Loan payment,ACH,BR-061,T24_Core,
TXN-300300,ACCT-20157,CUST-10111,45652,Deposit,48258.18,USD,Customer refund,ATM,BR-047,T24_Core,
TXN-300301,ACCT-20025,CUST-10071,45738,Fee,37344.76,USD,Loan payment,,BR-006,T24_Core,
