Account_ID,Customer_ID,Account_Type,Business_Line,Product_Name,Open_Date,Status,Current_Balance,Currency,Interest_Rate,Branch_ID,Source_System,Last_Transaction_Date
ACCT-20202,CUST-10108,Investment,Retail Banking,Managed Portfolio,43215,Active,378831.82,USD,,BR-084,JackHenry_Legacy,45344
ACCT-20203,CUST-10108,Investment,Retail Banking,Managed Portfolio,41635,Dormant,89953.73,USD,,BR-084,T24_Core,45555
ACCT-20204,CUST-10108,Mortgage,Retail Banking,30-Year Fixed Mortgage,40343,Active,200958.75,USD,0.81,BR-084,T24_Core,45546
ACCT-20205,CUST-10109,Mortgage,Retail Banking,30-Year Fixed Mortgage,41704,Active,45603.44,USD,7.36,BR-014,T24_Core,45426
ACCT-20206,CUST-10109,Savings,Retail Banking,High Yield Savings,44206,Active,29550.98,USD,7.23,BR-014,T24_Core,45730
ACCT-20207,CUST-10110,Mortgage,Retail Banking,30-Year Fixed Mortgage,41389,Dormant,187819.03,USD,6.29,BR-055,JackHenry_Legacy,45521
ACCT-20208,CUST-10110,Investment,Retail Banking,Managed Portfolio,40344,Active,192585.83,USD,,BR-055,T24_Core,45505
ACCT-20209,CUST-10111,Savings,Retail Banking,High Yield Savings,43773,Active,456876.18,USD,0.63,BR-047,JackHenry_Legacy,45431
ACCT-20210,CUST-10111,Credit Card,Retail Banking,Platinum Rewards Card,43216,Active,223046.53,USD,,BR-047,T24_Core,45400
ACCT-20211,CUST-10112,Investment,Retail Banking,Managed Portfolio,45209,Closed,225925.83,USD,,BR-011,T24_Core,45307
ACCT-20212,CUST-10112,Mortgage,Retail Banking,30-Year Fixed Mortgage,42315,Dormant,298974.09,USD,6.38,BR-011,JackHenry_Legacy,45663
ACCT-20213,CUST-10113,Investment,Retail Banking,Managed Portfolio,42708,Active,281584.48,USD,,BR-002,JackHenry_Legacy,45845
ACCT-20214,CUST-10113,Investment,Retail Banking,Managed Portfolio,45607,Closed,252459.64,USD,,BR-002,T24_Core,45785
ACCT-20215,CUST-10113,Mortgage,Retail Banking,30-Year Fixed Mortgage,40517,Closed,170880.74,USD,3.72,BR-002,T24_Core,45658
ACCT-20216,CUST-10114,Savings,Retail Banking,High Yield Savings,44760,Active,206640.2,USD,6.77,BR-074,T24_Core,45611
ACCT-20217,CUST-10114,Checking,Retail Banking,Personal Checking Plus,45211,Active,176562.07,USD,,BR-074,T24_Core,45337
ACCT-20218,CUST-10114,Mortgage,Retail Banking,30-Year Fixed Mortgage,40320,Active,468130.3,USD,3.61,BR-074,T24_Core,45586
ACCT-20219,CUST-10115,Savings,Retail Banking,High Yield Savings,41874,Dormant,117205.55,USD,3.96,BR-023,T24_Core,45409
ACCT-20220,CUST-10115,Credit Card,Retail Banking,Platinum Rewards Card,43318,Active,55562.17,USD,,BR-023,T24_Core,45341
ACCT-20221,CUST-10116,Checking,Retail Banking,Personal Checking Plus,45033,Active,63802.71,USD,,BR-004,T24_Core,45648
ACCT-20222,CUST-10117,Investment,Retail Banking,Managed Portfolio,42749,Closed,126535.24,USD,,BR-082,T24_Core,45866
ACCT-20223,CUST-10117,Credit Card,Retail Banking,Platinum Rewards Card,42959,Active,137090.39,USD,,BR-082,T24_Core,45300
ACCT-20224,CUST-10117,Credit Card,Retail Banking,Platinum Rewards Card,42471,Active,266251.9,USD,,BR-082,JackHenry_Legacy,45634
ACCT-20225,CUST-10118,Credit Card,Retail Banking,Platinum Rewards Card,41344,Active,478892.06,USD,,BR-016,T24_Core,45307
ACCT-20226,CUST-10118,Credit Card,Retail Banking,Platinum Rewards Card,44009,Active,404048.73,USD,,BR-016,T24_Core,45512
ACCT-20227,CUST-10118,Mortgage,Retail Banking,30-Year Fixed Mortgage,41330,Dormant,416275.5,USD,6.25,BR-016,JackHenry_Legacy,45709
ACCT-20228,CUST-10119,Investment,Retail Banking,Managed Portfolio,45304,Active,62500.7,USD,,BR-052,T24_Core,45317
ACCT-20229,CUST-10119,Credit Card,Retail Banking,Platinum Rewards Card,42404,Closed,27488.94,USD,,BR-052,T24_Core,45440
ACCT-20230,CUST-10120,Credit Card,Retail Banking,Platinum Rewards Card,41573,Closed,48005.54,USD,,BR-043,JackHenry_Legacy,45517
ACCT-20231,CUST-10120,Credit Card,Retail Banking,Platinum Rewards Card,43507,Closed,397602.82,USD,,BR-043,T24_Core,45911
ACCT-20232,CUST-10121,Savings,Retail Banking,High Yield Savings,43574,Active,54092.49,USD,0.59,BR-008,JackHenry_Legacy,45822
ACCT-20233,CUST-10121,Credit Card,Retail Banking,Platinum Rewards Card,41359,Active,362339.06,USD,,BR-008,T24_Core,45431
ACCT-20234,CUST-10121,Credit Card,Retail Banking,Platinum Rewards Card,42143,Active,256611.56,USD,,BR-008,T24_Core,45514
ACCT-20235,CUST-10122,Mortgage,Retail Banking,30-Year Fixed Mortgage,44140,Active,145602.87,USD,7.29,BR-075,T24_Core,45485
ACCT-20236,CUST-10122,Savings,Retail Banking,High Yield Savings,40701,Closed,488257.73,USD,4.98,BR-075,T24_Core,45953
ACCT-20237,CUST-10122,Mortgage,Retail Banking,30-Year Fixed Mortgage,41831,Active,426019.14,USD,4.46,BR-075,T24_Core,45673
ACCT-20238,CUST-10123,Checking,Retail Banking,Personal Checking Plus,43015,Active,319419.65,USD,,BR-023,T24_Core,46004
ACCT-20239,CUST-10124,Credit Card,Retail Banking,Platinum Rewards Card,42007,Active,92203.83,USD,,BR-044,T24_Core,45361
ACCT-20240,CUST-10125,Savings,Retail Banking,High Yield Savings,40275,Active,315704.16,USD,6.89,BR-024,T24_Core,45436
ACCT-20241,CUST-10125,Savings,Retail Banking,High Yield Savings,40264,Active,169974.76,USD,4.38,BR-024,T24_Core,45601
ACCT-20242,CUST-10126,Checking,Retail Banking,Personal Checking Plus,42837,Active,169257.8,USD,,BR-007,T24_Core,45994
ACCT-20243,CUST-10126,Checking,Retail Banking,Personal Checking Plus,44658,Active,72301.68,USD,,BR-007,T24_Core,45828
ACCT-20244,CUST-10127,Savings,Retail Banking,High Yield Savings,45179,Active,460514.7,USD,5.84,BR-044,T24_Core,45312
ACCT-20245,CUST-10127,Mortgage,Retail Banking,30-Year Fixed Mortgage,45511,Active,436438.46,USD,6.46,BR-044,T24_Core,45368
ACCT-20246,CUST-10128,Investment,Retail Banking,Managed Portfolio,41083,Active,187195.62,USD,,BR-012,JackHenry_Legacy,46007
ACCT-20247,CUST-10128,Credit Card,Retail Banking,Platinum Rewards Card,45586,Active,134240.9,USD,,BR-012,T24_Core,45397
ACCT-20248,CUST-10129,Credit Card,Retail Banking,Platinum Rewards Card,42649,Active,109375,USD,,BR-057,T24_Core,45376
ACCT-20249,CUST-10130,Mortgage,Retail Banking,30-Year Fixed Mortgage,42998,Active,222308.21,USD,2.96,BR-016,T24_Core,45883
ACCT-20250,CUST-10131,Business Line of Credit,Small Business Banking,FlexLine Business Credit,41129,Active,402271.78,USD,2.72,BR-080,T24_Core,45698
ACCT-20251,CUST-10131,Merchant Services,Small Business Banking,POS Payment Processing,44689,Active,256444.22,USD,,BR-080,T24_Core,45445
ACCT-20252,CUST-10132,Business Savings,Small Business Banking,Business Growth Savings,41783,Closed,166945.54,USD,,BR-080,T24_Core,45646
ACCT-20253,CUST-10132,Business Savings,Small Business Banking,Business Growth Savings,44448,Active,499202.71,USD,,BR-080,T24_Core,45834
ACCT-20254,CUST-10132,Business Credit Card,Small Business Banking,Business Platinum Card,44866,Active,472912.92,USD,,BR-080,JackHenry_Legacy,45481
ACCT-20255,CUST-10133,Business Savings,Small Business Banking,Business Growth Savings,44829,Active,237271.68,USD,,BR-078,T24_Core,45699
ACCT-20256,CUST-10134,Business Credit Card,Small Business Banking,Business Platinum Card,41501,Active,385088.52,USD,,BR-059,T24_Core,45735
ACCT-20257,CUST-10135,Business Line of Credit,Small Business Banking,FlexLine Business Credit,45088,Active,471682.67,USD,0.57,BR-050,T24_Core,45986
ACCT-20258,CUST-10136,Merchant Services,Small Business Banking,POS Payment Processing,43470,Active,149888.64,USD,,BR-059,T24_Core,45845
ACCT-20259,CUST-10136,Business Credit Card,Small Business Banking,Business Platinum Card,42777,Dormant,31948.25,USD,,BR-059,T24_Core,45694
ACCT-20260,CUST-10137,Merchant Services,Small Business Banking,POS Payment Processing,43678,Active,88900.28,USD,,BR-008,T24_Core,45483
ACCT-20261,CUST-10138,Business Savings,Small Business Banking,Business Growth Savings,42747,Active,145623.65,USD,,BR-022,T24_Core,45471
ACCT-20262,CUST-10139,Business Credit Card,Small Business Banking,Business Platinum Card,43297,Active,78602.02,USD,,BR-061,T24_Core,45379
ACCT-20263,CUST-10139,Business Savings,Small Business Banking,Business Growth Savings,44049,Dormant,154947.61,USD,,BR-061,JackHenry_Legacy,45937
ACCT-20264,CUST-10140,Business Credit Card,Small Business Banking,Business Platinum Card,42793,Active,137792.94,USD,,BR-001,JackHenry_Legacy,45546
ACCT-20265,CUST-10140,Merchant Services,Small Business Banking,POS Payment Processing,43489,Active,439631.77,USD,,BR-001,T24_Core,45831
ACCT-20266,CUST-10140,Business Line of Credit,Small Business Banking,FlexLine Business Credit,42466,Dormant,195606.07,USD,6.26,BR-001,T24_Core,45860
ACCT-20267,CUST-10141,Merchant Services,Small Business Banking,POS Payment Processing,40296,Active,47857.53,USD,,BR-001,T24_Core,45964
ACCT-20268,CUST-10142,Business Savings,Small Business Banking,Business Growth Savings,44808,Active,454377.36,USD,,BR-025,T24_Core,45560
ACCT-20269,CUST-10142,Business Line of Credit,Small Business Banking,FlexLine Business Credit,40391,Active,205107.02,USD,1.65,BR-025,T24_Core,45832
ACCT-20270,CUST-10142,Business Credit Card,Small Business Banking,Business Platinum Card,40302,Active,427901,USD,,BR-025,T24_Core,45884
ACCT-20271,CUST-10143,Business Checking,Small Business Banking,Business Essential Checking,42810,Active,274259.43,USD,,BR-007,T24_Core,45311
ACCT-20272,CUST-10144,Business Savings,Small Business Banking,Business Growth Savings,42432,Closed,147142.91,USD,,BR-037,T24_Core,45731
ACCT-20273,CUST-10145,Business Savings,Small Business Banking,Business Growth Savings,43071,Closed,108414.55,USD,,BR-020,JackHenry_Legacy,45496
ACCT-20274,CUST-10145,Business Line of Credit,Small Business Banking,FlexLine Business Credit,44659,Active,222048.94,USD,4.69,BR-020,T24_Core,45323
ACCT-20275,CUST-10146,Business Checking,Small Business Banking,Business Essential Checking,41600,Active,494646.38,USD,,BR-043,T24_Core,45602
ACCT-20276,CUST-10146,Business Savings,Small Business Banking,Business Growth Savings,45088,Active,22101.85,USD,,BR-043,T24_Core,45548
ACCT-20277,CUST-10147,Business Checking,Small Business Banking,Business Essential Checking,42064,Active,116280.83,USD,,BR-073,T24_Core,45480
ACCT-20278,CUST-10147,Business Credit Card,Small Business Banking,Business Platinum Card,41963,Active,110126.09,USD,,BR-073,T24_Core,45396
ACCT-20279,CUST-10148,Merchant Services,Small Business Banking,POS Payment Processing,44465,Dormant,249838.05,USD,,BR-067,T24_Core,45708
ACCT-20280,CUST-10148,Business Line of Credit,Small Business Banking,FlexLine Business Credit,44900,Active,490709.81,USD,5.37,BR-067,T24_Core,45977
ACCT-20281,CUST-10149,Business Line of Credit,Small Business Banking,FlexLine Business Credit,43428,Active,8922.63,USD,6.88,BR-065,JackHenry_Legacy,45383
ACCT-20282,CUST-10150,Business Checking,Small Business Banking,Business Essential Checking,44671,Active,154493.43,USD,,BR-012,T24_Core,45459
ACCT-20283,CUST-10150,Business Line of Credit,Small Business Banking,FlexLine Business Credit,41628,Active,101085.69,USD,3.13,BR-012,T24_Core,45423
ACCT-20284,CUST-10150,Business Checking,Small Business Banking,Business Essential Checking,43976,Active,260484.34,USD,,BR-012,T24_Core,45816
